sample_fp	plate	well	tile	cycle
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0103_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0103.nd2	1	A1	103	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0104_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0104.nd2	1	A1	104	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0105_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0105.nd2	1	A1	105	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0106_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0106.nd2	1	A1	106	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0107_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0107.nd2	1	A1	107	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0108_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0108.nd2	1	A1	108	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0109_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0109.nd2	1	A1	109	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	3
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c4/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	4
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c5/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	5
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c6/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	6
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c7/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	7
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c8/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	8
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c9/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	9
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c10/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	10
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c11/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	11
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c12/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	12
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c13/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	13
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c14/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	14
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c15/WellA1_PointA1_0110_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0110.nd2	1	A1	110	15
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c1/WellA1_PointA1_0111_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0111.nd2	1	A1	111	1
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c2/WellA1_PointA1_0111_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0111.nd2	1	A1	111	2
/archive/cheeseman/brieflow_screens/etna-data/input_sbs/c3/WellA1_PointA1_0111_ChannelDAPI_T7,MiSeq_G_T7,MiSeq_T_T7,MiSeq_A_T7,MiSeq_C_T7_Seq0111.nd2	1	A1	111	3
