round	well	tile	channel
1	A1	698	CY3
1	A1	698	CY5
1	A1	698	DAPI
1	A1	698	GFP
1	A1	699	AF750
1	A1	699	CY3
1	A1	699	CY5
1	A1	699	DAPI
1	A1	699	GFP
1	A1	700	AF750
1	A1	700	CY3
1	A1	700	CY5
1	A1	700	DAPI
1	A1	700	GFP
1	A1	701	AF750
1	A1	701	CY3
1	A1	701	CY5
1	A1	701	DAPI
1	A1	701	GFP
1	A1	702	AF750
1	A1	702	CY3
1	A1	702	CY5
1	A1	702	DAPI
1	A1	702	GFP
1	A1	703	AF750
1	A1	703	CY3
1	A1	703	CY5
1	A1	703	DAPI
1	A1	703	GFP
1	A1	704	AF750
1	A1	704	CY3
1	A1	704	CY5
1	A1	704	DAPI
1	A1	704	GFP
1	A1	705	AF750
1	A1	705	CY3
1	A1	705	CY5
1	A1	705	DAPI
1	A1	705	GFP
1	A1	706	AF750
1	A1	706	CY3
1	A1	706	CY5
1	A1	706	DAPI
1	A1	706	GFP
1	A1	707	AF750
1	A1	707	CY3
1	A1	707	CY5
1	A1	707	DAPI
1	A1	707	GFP
1	A1	708	AF750
1	A1	708	CY3
1	A1	708	CY5
1	A1	708	DAPI
1	A1	708	GFP
1	A1	709	AF750
1	A1	709	CY3
1	A1	709	CY5
1	A1	709	DAPI
1	A1	709	GFP
1	A1	710	AF750
1	A1	710	CY3
1	A1	710	CY5
1	A1	710	DAPI
1	A1	710	GFP
1	A1	711	AF750
1	A1	711	CY3
1	A1	711	CY5
1	A1	711	DAPI
1	A1	711	GFP
1	A1	712	AF750
1	A1	712	CY3
1	A1	712	CY5
1	A1	712	DAPI
1	A1	712	GFP
1	A1	713	AF750
1	A1	713	CY3
1	A1	713	CY5
1	A1	713	DAPI
1	A1	713	GFP
1	A1	714	AF750
1	A1	714	CY3
1	A1	714	CY5
1	A1	714	DAPI
1	A1	714	GFP
1	A1	715	AF750
1	A1	715	CY3
1	A1	715	CY5
1	A1	715	DAPI
1	A1	715	GFP
1	A1	716	AF750
1	A1	716	CY3
1	A1	716	CY5
1	A1	716	DAPI
1	A1	716	GFP
1	A1	717	AF750
1	A1	717	CY3
1	A1	717	CY5
1	A1	717	DAPI
1	A1	717	GFP
1	A1	718	AF750
1	A1	718	CY3
1	A1	718	CY5
1	A1	718	DAPI
1	A1	718	GFP
1	A1	719	AF750
1	A1	719	CY3
1	A1	719	CY5
1	A1	719	DAPI
1	A1	719	GFP
1	A1	720	AF750
1	A1	720	CY3
1	A1	720	CY5
1	A1	720	DAPI
1	A1	720	GFP
1	A1	721	AF750
1	A1	721	CY3
1	A1	721	CY5
1	A1	721	DAPI
1	A1	721	GFP
1	A1	722	AF750
1	A1	722	CY3
1	A1	722	CY5
1	A1	722	DAPI
1	A1	722	GFP
1	A1	723	AF750
1	A1	723	CY3
1	A1	723	CY5
1	A1	723	DAPI
1	A1	723	GFP
1	A1	724	AF750
1	A1	724	CY3
1	A1	724	CY5
1	A1	724	DAPI
1	A1	724	GFP
1	A1	725	AF750
1	A1	725	CY3
1	A1	725	CY5
1	A1	725	DAPI
1	A1	725	GFP
1	A1	726	AF750
1	A1	726	CY3
1	A1	726	CY5
1	A1	726	DAPI
1	A1	726	GFP
1	A1	727	AF750
1	A1	727	CY3
1	A1	727	CY5
1	A1	727	DAPI
1	A1	727	GFP
1	A1	728	AF750
1	A1	728	CY3
1	A1	728	CY5
1	A1	728	DAPI
1	A1	728	GFP
1	A1	729	AF750
1	A1	729	CY3
1	A1	729	CY5
1	A1	729	DAPI
1	A1	729	GFP
1	A1	730	AF750
1	A1	730	CY3
1	A1	730	CY5
1	A1	730	DAPI
1	A1	730	GFP
1	A1	731	AF750
1	A1	731	CY3
1	A1	731	CY5
1	A1	731	DAPI
1	A1	731	GFP
1	A1	732	AF750
1	A1	732	CY3
1	A1	732	CY5
1	A1	732	DAPI
1	A1	732	GFP
1	A1	733	AF750
1	A1	733	CY3
1	A1	733	CY5
1	A1	733	DAPI
1	A1	733	GFP
1	A1	734	AF750
1	A1	734	CY3
1	A1	734	CY5
1	A1	734	DAPI
1	A1	734	GFP
1	A1	735	AF750
1	A1	735	CY3
1	A1	735	CY5
1	A1	735	DAPI
1	A1	735	GFP
1	A1	736	AF750
1	A1	736	CY3
1	A1	736	CY5
1	A1	736	DAPI
1	A1	736	GFP
1	A1	737	AF750
1	A1	737	CY3
1	A1	737	CY5
1	A1	737	DAPI
1	A1	737	GFP
1	A1	738	AF750
1	A1	738	CY3
1	A1	738	CY5
1	A1	738	DAPI
1	A1	738	GFP
1	A1	739	AF750
1	A1	739	CY3
1	A1	739	CY5
1	A1	739	DAPI
1	A1	739	GFP
1	A1	740	AF750
1	A1	740	CY3
1	A1	740	CY5
1	A1	740	DAPI
1	A1	740	GFP
1	A1	741	AF750
1	A1	741	CY3
1	A1	741	CY5
1	A1	741	DAPI
1	A1	741	GFP
1	A1	742	AF750
1	A1	742	CY3
1	A1	742	CY5
1	A1	742	DAPI
1	A1	742	GFP
1	A1	743	AF750
1	A1	743	CY3
1	A1	743	CY5
1	A1	743	DAPI
1	A1	743	GFP
1	A1	744	AF750
1	A1	744	CY3
1	A1	744	CY5
1	A1	744	DAPI
1	A1	744	GFP
1	A1	745	AF750
1	A1	745	CY3
1	A1	745	CY5
1	A1	745	DAPI
1	A1	745	GFP
1	A1	746	AF750
1	A1	746	CY3
1	A1	746	CY5
1	A1	746	DAPI
1	A1	746	GFP
1	A1	747	AF750
1	A1	747	CY3
1	A1	747	CY5
1	A1	747	DAPI
1	A1	747	GFP
1	A1	748	AF750
1	A1	748	CY3
1	A1	748	CY5
1	A1	748	DAPI
1	A1	748	GFP
1	A1	749	AF750
1	A1	749	CY3
1	A1	749	CY5
1	A1	749	DAPI
1	A1	749	GFP
1	A1	750	AF750
1	A1	750	CY3
1	A1	750	CY5
1	A1	750	DAPI
1	A1	750	GFP
1	A1	751	AF750
1	A1	751	CY3
1	A1	751	CY5
1	A1	751	DAPI
1	A1	751	GFP
1	A1	752	AF750
1	A1	752	CY3
1	A1	752	CY5
1	A1	752	DAPI
1	A1	752	GFP
1	A1	753	AF750
1	A1	753	CY3
1	A1	753	CY5
1	A1	753	DAPI
1	A1	753	GFP
1	A1	754	AF750
1	A1	754	CY3
1	A1	754	CY5
1	A1	754	DAPI
1	A1	754	GFP
1	A1	755	AF750
1	A1	755	CY3
1	A1	755	CY5
1	A1	755	DAPI
1	A1	755	GFP
1	A1	756	AF750
1	A1	756	CY3
1	A1	756	CY5
1	A1	756	DAPI
1	A1	756	GFP
1	A1	757	AF750
1	A1	757	CY3
1	A1	757	CY5
1	A1	757	DAPI
1	A1	757	GFP
1	A1	758	AF750
1	A1	758	CY3
1	A1	758	CY5
1	A1	758	DAPI
1	A1	758	GFP
1	A1	759	AF750
1	A1	759	CY3
1	A1	759	CY5
1	A1	759	DAPI
1	A1	759	GFP
1	A1	760	AF750
1	A1	760	CY3
1	A1	760	CY5
1	A1	760	DAPI
1	A1	760	GFP
1	A1	761	AF750
1	A1	761	CY3
1	A1	761	CY5
1	A1	761	DAPI
1	A1	761	GFP
1	A1	762	AF750
1	A1	762	CY3
1	A1	762	CY5
1	A1	762	DAPI
1	A1	762	GFP
1	A1	763	AF750
1	A1	763	CY3
1	A1	763	CY5
1	A1	763	DAPI
1	A1	763	GFP
1	A1	764	AF750
1	A1	764	CY3
1	A1	764	CY5
1	A1	764	DAPI
1	A1	764	GFP
1	A1	765	AF750
1	A1	765	CY3
1	A1	765	CY5
1	A1	765	DAPI
1	A1	765	GFP
1	A1	766	AF750
1	A1	766	CY3
1	A1	766	CY5
1	A1	766	DAPI
1	A1	766	GFP
1	A1	767	AF750
1	A1	767	CY3
1	A1	767	CY5
1	A1	767	DAPI
1	A1	767	GFP
1	A1	768	AF750
1	A1	768	CY3
1	A1	768	CY5
1	A1	768	DAPI
1	A1	768	GFP
1	A1	769	AF750
1	A1	769	CY3
1	A1	769	CY5
1	A1	769	DAPI
1	A1	769	GFP
1	A1	770	AF750
1	A1	770	CY3
1	A1	770	CY5
1	A1	770	DAPI
1	A1	770	GFP
1	A1	771	AF750
1	A1	771	CY3
1	A1	771	CY5
1	A1	771	DAPI
1	A1	771	GFP
1	A1	772	AF750
1	A1	772	CY3
1	A1	772	CY5
1	A1	772	DAPI
1	A1	772	GFP
1	A1	773	AF750
1	A1	773	CY3
1	A1	773	CY5
1	A1	773	DAPI
1	A1	773	GFP
1	A1	774	AF750
1	A1	774	CY3
1	A1	774	CY5
1	A1	774	DAPI
1	A1	774	GFP
1	A1	775	AF750
1	A1	775	CY3
1	A1	775	CY5
1	A1	775	DAPI
1	A1	775	GFP
1	A1	776	AF750
1	A1	776	CY3
1	A1	776	CY5
1	A1	776	DAPI
1	A1	776	GFP
1	A1	777	AF750
1	A1	777	CY3
1	A1	777	CY5
1	A1	777	DAPI
1	A1	777	GFP
1	A1	778	AF750
1	A1	778	CY3
1	A1	778	CY5
1	A1	778	DAPI
1	A1	778	GFP
1	A1	779	AF750
1	A1	779	CY3
1	A1	779	CY5
1	A1	779	DAPI
1	A1	779	GFP
1	A1	780	AF750
1	A1	780	CY3
1	A1	780	CY5
1	A1	780	DAPI
1	A1	780	GFP
1	A1	781	AF750
1	A1	781	CY3
1	A1	781	CY5
1	A1	781	DAPI
1	A1	781	GFP
1	A1	782	AF750
1	A1	782	CY3
1	A1	782	CY5
1	A1	782	DAPI
1	A1	782	GFP
1	A1	783	AF750
1	A1	783	CY3
1	A1	783	CY5
1	A1	783	DAPI
1	A1	783	GFP
1	A1	784	AF750
1	A1	784	CY3
1	A1	784	CY5
1	A1	784	DAPI
1	A1	784	GFP
1	A1	785	AF750
1	A1	785	CY3
1	A1	785	CY5
1	A1	785	DAPI
1	A1	785	GFP
1	A1	786	AF750
1	A1	786	CY3
1	A1	786	CY5
1	A1	786	DAPI
1	A1	786	GFP
1	A1	787	AF750
1	A1	787	CY3
1	A1	787	CY5
1	A1	787	DAPI
1	A1	787	GFP
1	A1	788	AF750
1	A1	788	CY3
1	A1	788	CY5
1	A1	788	DAPI
1	A1	788	GFP
1	A1	789	AF750
1	A1	789	CY3
1	A1	789	CY5
1	A1	789	DAPI
1	A1	789	GFP
1	A1	790	AF750
1	A1	790	CY3
1	A1	790	CY5
1	A1	790	DAPI
1	A1	790	GFP
1	A1	791	AF750
1	A1	791	CY3
1	A1	791	CY5
1	A1	791	DAPI
1	A1	791	GFP
1	A1	792	AF750
1	A1	792	CY3
1	A1	792	CY5
1	A1	792	DAPI
1	A1	792	GFP
1	A1	793	AF750
1	A1	793	CY3
1	A1	793	CY5
1	A1	793	DAPI
1	A1	793	GFP
1	A1	794	AF750
1	A1	794	CY3
1	A1	794	CY5
1	A1	794	DAPI
1	A1	794	GFP
1	A1	795	AF750
1	A1	795	CY3
1	A1	795	CY5
1	A1	795	DAPI
1	A1	795	GFP
1	A1	796	AF750
1	A1	796	CY3
1	A1	796	CY5
1	A1	796	DAPI
1	A1	796	GFP
1	A1	797	AF750
1	A1	797	CY3
1	A1	797	CY5
1	A1	797	DAPI
1	A1	797	GFP
1	A1	798	AF750
1	A1	798	CY3
1	A1	798	CY5
1	A1	798	DAPI
1	A1	798	GFP
1	A1	799	AF750
1	A1	799	CY3
1	A1	799	CY5
1	A1	799	DAPI
1	A1	799	GFP
1	A1	800	AF750
1	A1	800	CY3
1	A1	800	CY5
1	A1	800	DAPI
1	A1	800	GFP
1	A1	801	AF750
1	A1	801	CY3
1	A1	801	CY5
1	A1	801	DAPI
1	A1	801	GFP
1	A1	802	AF750
1	A1	802	CY3
1	A1	802	CY5
1	A1	802	DAPI
1	A1	802	GFP
1	A1	803	AF750
1	A1	803	CY3
1	A1	803	CY5
1	A1	803	DAPI
1	A1	803	GFP
1	A1	804	AF750
1	A1	804	CY3
1	A1	804	CY5
1	A1	804	DAPI
1	A1	804	GFP
1	A1	805	AF750
1	A1	805	CY3
1	A1	805	CY5
1	A1	805	DAPI
1	A1	805	GFP
1	A1	806	AF750
1	A1	806	CY3
1	A1	806	CY5
1	A1	806	DAPI
1	A1	806	GFP
1	A1	807	AF750
1	A1	807	CY3
1	A1	807	CY5
1	A1	807	DAPI
1	A1	807	GFP
1	A1	808	AF750
1	A1	808	CY3
1	A1	808	CY5
1	A1	808	DAPI
1	A1	808	GFP
1	A1	809	AF750
1	A1	809	CY3
1	A1	809	CY5
1	A1	809	DAPI
1	A1	809	GFP
1	A1	810	AF750
1	A1	810	CY3
1	A1	810	CY5
1	A1	810	DAPI
1	A1	810	GFP
1	A1	811	AF750
1	A1	811	CY3
1	A1	811	CY5
1	A1	811	DAPI
1	A1	811	GFP
1	A1	812	AF750
1	A1	812	CY3
1	A1	812	CY5
1	A1	812	DAPI
1	A1	812	GFP
1	A1	813	AF750
1	A1	813	CY3
1	A1	813	CY5
1	A1	813	DAPI
1	A1	813	GFP
1	A1	814	AF750
1	A1	814	CY3
1	A1	814	CY5
1	A1	814	DAPI
1	A1	814	GFP
1	A1	815	AF750
1	A1	815	CY3
1	A1	815	CY5
1	A1	815	DAPI
1	A1	815	GFP
1	A1	816	AF750
1	A1	816	CY3
1	A1	816	CY5
1	A1	816	DAPI
1	A1	816	GFP
1	A1	817	AF750
1	A1	817	CY3
1	A1	817	CY5
1	A1	817	DAPI
1	A1	817	GFP
1	A1	818	AF750
1	A1	818	CY3
1	A1	818	CY5
1	A1	818	DAPI
1	A1	818	GFP
1	A1	819	AF750
1	A1	819	CY3
1	A1	819	CY5
1	A1	819	DAPI
1	A1	819	GFP
1	A1	820	AF750
1	A1	820	CY3
1	A1	820	CY5
1	A1	820	DAPI
1	A1	820	GFP
1	A1	821	AF750
1	A1	821	CY3
1	A1	821	CY5
1	A1	821	DAPI
1	A1	821	GFP
1	A1	822	AF750
1	A1	822	CY3
1	A1	822	CY5
1	A1	822	DAPI
1	A1	822	GFP
1	A1	823	AF750
1	A1	823	CY3
1	A1	823	CY5
1	A1	823	DAPI
1	A1	823	GFP
1	A1	824	AF750
1	A1	824	CY3
1	A1	824	CY5
1	A1	824	DAPI
1	A1	824	GFP
1	A1	825	AF750
1	A1	825	CY3
1	A1	825	CY5
1	A1	825	DAPI
1	A1	825	GFP
1	A1	826	AF750
1	A1	826	CY3
1	A1	826	CY5
1	A1	826	DAPI
1	A1	826	GFP
1	A1	827	AF750
1	A1	827	CY3
1	A1	827	CY5
1	A1	827	DAPI
1	A1	827	GFP
1	A1	828	AF750
1	A1	828	CY3
1	A1	828	CY5
1	A1	828	DAPI
1	A1	828	GFP
1	A1	829	AF750
1	A1	829	CY3
1	A1	829	CY5
1	A1	829	DAPI
1	A1	829	GFP
1	A1	830	AF750
1	A1	830	CY3
1	A1	830	CY5
1	A1	830	DAPI
1	A1	830	GFP
1	A1	831	AF750
1	A1	831	CY3
1	A1	831	CY5
1	A1	831	DAPI
1	A1	831	GFP
1	A1	832	AF750
1	A1	832	CY3
1	A1	832	CY5
1	A1	832	DAPI
1	A1	832	GFP
1	A1	833	AF750
1	A1	833	CY3
1	A1	833	CY5
1	A1	833	DAPI
1	A1	833	GFP
1	A1	834	AF750
1	A1	834	CY3
1	A1	834	CY5
1	A1	834	DAPI
1	A1	834	GFP
1	A1	835	AF750
1	A1	835	CY3
1	A1	835	CY5
1	A1	835	DAPI
1	A1	835	GFP
1	A1	836	AF750
1	A1	836	CY3
1	A1	836	CY5
1	A1	836	DAPI
1	A1	836	GFP
1	A1	837	AF750
1	A1	837	CY3
1	A1	837	CY5
1	A1	837	DAPI
1	A1	837	GFP
1	A1	838	AF750
1	A1	838	CY3
1	A1	838	CY5
1	A1	838	DAPI
1	A1	838	GFP
1	A1	839	AF750
1	A1	839	CY3
1	A1	839	CY5
1	A1	839	DAPI
1	A1	839	GFP
1	A1	840	AF750
1	A1	840	CY3
1	A1	840	CY5
1	A1	840	DAPI
1	A1	840	GFP
1	A1	841	AF750
1	A1	841	CY3
1	A1	841	CY5
1	A1	841	DAPI
1	A1	841	GFP
1	A1	842	AF750
1	A1	842	CY3
1	A1	842	CY5
1	A1	842	DAPI
1	A1	842	GFP
1	A1	843	AF750
1	A1	843	CY3
1	A1	843	CY5
1	A1	843	DAPI
1	A1	843	GFP
1	A1	844	AF750
1	A1	844	CY3
1	A1	844	CY5
1	A1	844	DAPI
1	A1	844	GFP
1	A1	845	AF750
1	A1	845	CY3
1	A1	845	CY5
1	A1	845	DAPI
1	A1	845	GFP
1	A1	846	AF750
1	A1	846	CY3
1	A1	846	CY5
1	A1	846	DAPI
1	A1	846	GFP
1	A1	847	AF750
1	A1	847	CY3
1	A1	847	CY5
1	A1	847	DAPI
1	A1	847	GFP
1	A1	848	AF750
1	A1	848	CY3
1	A1	848	CY5
1	A1	848	DAPI
1	A1	848	GFP
1	A1	849	AF750
1	A1	849	CY3
1	A1	849	CY5
1	A1	849	DAPI
1	A1	849	GFP
1	A1	850	AF750
1	A1	850	CY3
1	A1	850	CY5
1	A1	850	DAPI
1	A1	850	GFP
1	A1	851	AF750
1	A1	851	CY3
1	A1	851	CY5
1	A1	851	DAPI
1	A1	851	GFP
1	A1	852	AF750
1	A1	852	CY3
1	A1	852	CY5
1	A1	852	DAPI
1	A1	852	GFP
1	A1	853	AF750
1	A1	853	CY3
1	A1	853	CY5
1	A1	853	DAPI
1	A1	853	GFP
1	A1	854	AF750
1	A1	854	CY3
1	A1	854	CY5
1	A1	854	DAPI
1	A1	854	GFP
1	A1	855	AF750
1	A1	855	CY3
1	A1	855	CY5
1	A1	855	DAPI
1	A1	855	GFP
1	A1	856	AF750
1	A1	856	CY3
1	A1	856	CY5
1	A1	856	DAPI
1	A1	856	GFP
1	A1	857	AF750
1	A1	857	CY3
1	A1	857	CY5
1	A1	857	DAPI
1	A1	857	GFP
1	A1	858	AF750
1	A1	858	CY3
1	A1	858	CY5
1	A1	858	DAPI
1	A1	858	GFP
1	A1	859	AF750
1	A1	859	CY3
1	A1	859	CY5
1	A1	859	DAPI
1	A1	859	GFP
1	A1	860	AF750
1	A1	860	CY3
1	A1	860	CY5
1	A1	860	DAPI
1	A1	860	GFP
1	A1	861	AF750
1	A1	861	CY3
1	A1	861	CY5
1	A1	861	DAPI
1	A1	861	GFP
1	A1	862	AF750
1	A1	862	CY3
1	A1	862	CY5
1	A1	862	DAPI
1	A1	862	GFP
1	A1	863	AF750
1	A1	863	CY3
1	A1	863	CY5
1	A1	863	DAPI
1	A1	863	GFP
1	A1	864	AF750
1	A1	864	CY3
1	A1	864	CY5
1	A1	864	DAPI
1	A1	864	GFP
1	A1	865	AF750
1	A1	865	CY3
1	A1	865	CY5
1	A1	865	DAPI
1	A1	865	GFP
1	A1	866	AF750
1	A1	866	CY3
1	A1	866	CY5
1	A1	866	DAPI
1	A1	866	GFP
1	A1	867	AF750
1	A1	867	CY3
1	A1	867	CY5
1	A1	867	DAPI
1	A1	867	GFP
1	A1	868	AF750
1	A1	868	CY3
1	A1	868	CY5
1	A1	868	DAPI
1	A1	868	GFP
1	A1	869	AF750
1	A1	869	CY3
1	A1	869	CY5
1	A1	869	DAPI
1	A1	869	GFP
1	A1	870	AF750
1	A1	870	CY3
1	A1	870	CY5
1	A1	870	DAPI
1	A1	870	GFP
1	A1	871	AF750
1	A1	871	CY3
1	A1	871	CY5
1	A1	871	DAPI
1	A1	871	GFP
1	A1	872	AF750
1	A1	872	CY3
1	A1	872	CY5
1	A1	872	DAPI
1	A1	872	GFP
1	A1	873	AF750
1	A1	873	CY3
1	A1	873	CY5
1	A1	873	DAPI
1	A1	873	GFP
1	A1	874	AF750
1	A1	874	CY3
1	A1	874	CY5
1	A1	874	DAPI
1	A1	874	GFP
1	A1	875	AF750
1	A1	875	CY3
1	A1	875	CY5
1	A1	875	DAPI
1	A1	875	GFP
1	A1	876	AF750
1	A1	876	CY3
1	A1	876	CY5
1	A1	876	DAPI
1	A1	876	GFP
1	A1	877	AF750
1	A1	877	CY3
1	A1	877	CY5
1	A1	877	DAPI
1	A1	877	GFP
1	A1	878	AF750
1	A1	878	CY3
1	A1	878	CY5
1	A1	878	DAPI
1	A1	878	GFP
1	A1	879	AF750
1	A1	879	CY3
1	A1	879	CY5
1	A1	879	DAPI
1	A1	879	GFP
1	A1	880	AF750
1	A1	880	CY3
1	A1	880	CY5
1	A1	880	DAPI
1	A1	880	GFP
1	A1	881	AF750
1	A1	881	CY3
1	A1	881	CY5
1	A1	881	DAPI
1	A1	881	GFP
1	A1	882	AF750
1	A1	882	CY3
1	A1	882	CY5
1	A1	882	DAPI
1	A1	882	GFP
1	A1	883	AF750
1	A1	883	CY3
1	A1	883	CY5
1	A1	883	DAPI
1	A1	883	GFP
1	A1	884	AF750
1	A1	884	CY3
1	A1	884	CY5
1	A1	884	DAPI
1	A1	884	GFP
1	A1	885	AF750
1	A1	885	CY3
1	A1	885	CY5
1	A1	885	DAPI
1	A1	885	GFP
1	A1	886	AF750
1	A1	886	CY3
1	A1	886	CY5
1	A1	886	DAPI
1	A1	886	GFP
1	A1	887	AF750
1	A1	887	CY3
1	A1	887	CY5
1	A1	887	DAPI
1	A1	887	GFP
1	A1	888	AF750
1	A1	888	CY3
1	A1	888	CY5
1	A1	888	DAPI
1	A1	888	GFP
1	A1	889	AF750
1	A1	889	CY3
1	A1	889	CY5
1	A1	889	DAPI
1	A1	889	GFP
1	A1	890	AF750
1	A1	890	CY3
1	A1	890	CY5
1	A1	890	DAPI
1	A1	890	GFP
1	A1	891	AF750
1	A1	891	CY3
1	A1	891	CY5
1	A1	891	DAPI
1	A1	891	GFP
1	A1	892	AF750
1	A1	892	CY3
1	A1	892	CY5
1	A1	892	DAPI
1	A1	892	GFP
1	A1	893	AF750
1	A1	893	CY3
1	A1	893	CY5
1	A1	893	DAPI
1	A1	893	GFP
1	A1	894	AF750
1	A1	894	CY3
1	A1	894	CY5
1	A1	894	DAPI
1	A1	894	GFP
1	A1	895	AF750
1	A1	895	CY3
1	A1	895	CY5
1	A1	895	DAPI
1	A1	895	GFP
1	A1	896	AF750
1	A1	896	CY3
1	A1	896	CY5
1	A1	896	DAPI
1	A1	896	GFP
1	A1	897	AF750
1	A1	897	CY3
1	A1	897	CY5
1	A1	897	DAPI
1	A1	897	GFP
1	A1	898	AF750
1	A1	898	CY3
1	A1	898	CY5
1	A1	898	DAPI
1	A1	898	GFP
1	A1	899	AF750
1	A1	899	CY3
1	A1	899	CY5
1	A1	899	DAPI
1	A1	899	GFP
1	A1	900	AF750
1	A1	900	CY3
1	A1	900	CY5
1	A1	900	DAPI
1	A1	900	GFP
1	A1	901	AF750
1	A1	901	CY3
1	A1	901	CY5
1	A1	901	DAPI
1	A1	901	GFP
1	A1	902	AF750
1	A1	902	CY3
1	A1	902	CY5
1	A1	902	DAPI
1	A1	902	GFP
1	A1	903	AF750
1	A1	903	CY3
1	A1	903	CY5
1	A1	903	DAPI
1	A1	903	GFP
1	A1	904	AF750
1	A1	904	CY3
1	A1	904	CY5
1	A1	904	DAPI
1	A1	904	GFP
1	A1	905	AF750
1	A1	905	CY3
1	A1	905	CY5
1	A1	905	DAPI
1	A1	905	GFP
1	A1	906	AF750
1	A1	906	CY3
1	A1	906	CY5
1	A1	906	DAPI
1	A1	906	GFP
1	A1	907	AF750
1	A1	907	CY3
1	A1	907	CY5
1	A1	907	DAPI
1	A1	907	GFP
1	A1	908	AF750
1	A1	908	CY3
1	A1	908	CY5
1	A1	908	DAPI
1	A1	908	GFP
1	A1	909	AF750
1	A1	909	CY3
1	A1	909	CY5
1	A1	909	DAPI
1	A1	909	GFP
1	A1	910	AF750
1	A1	910	CY3
1	A1	910	CY5
1	A1	910	DAPI
1	A1	910	GFP
1	A1	911	AF750
1	A1	911	CY3
1	A1	911	CY5
1	A1	911	DAPI
1	A1	911	GFP
1	A1	912	AF750
1	A1	912	CY3
1	A1	912	CY5
1	A1	912	DAPI
1	A1	912	GFP
1	A1	913	AF750
1	A1	913	CY3
1	A1	913	CY5
1	A1	913	DAPI
1	A1	913	GFP
1	A1	914	AF750
1	A1	914	CY3
1	A1	914	CY5
1	A1	914	DAPI
1	A1	914	GFP
1	A1	915	AF750
1	A1	915	CY3
1	A1	915	CY5
1	A1	915	DAPI
1	A1	915	GFP
1	A1	916	AF750
1	A1	916	CY3
1	A1	916	CY5
1	A1	916	DAPI
1	A1	916	GFP
1	A1	917	AF750
1	A1	917	CY3
1	A1	917	CY5
1	A1	917	DAPI
1	A1	917	GFP
1	A1	918	AF750
1	A1	918	CY3
1	A1	918	CY5
1	A1	918	DAPI
1	A1	918	GFP
1	A1	919	AF750
1	A1	919	CY3
1	A1	919	CY5
1	A1	919	DAPI
1	A1	919	GFP
1	A1	920	AF750
1	A1	920	CY3
1	A1	920	CY5
1	A1	920	DAPI
1	A1	920	GFP
1	A1	921	AF750
1	A1	921	CY3
1	A1	921	CY5
1	A1	921	DAPI
1	A1	921	GFP
1	A1	922	AF750
1	A1	922	CY3
1	A1	922	CY5
1	A1	922	DAPI
1	A1	922	GFP
1	A1	923	AF750
1	A1	923	CY3
1	A1	923	CY5
1	A1	923	DAPI
1	A1	923	GFP
1	A1	924	AF750
1	A1	924	CY3
1	A1	924	CY5
1	A1	924	DAPI
1	A1	924	GFP
1	A1	925	AF750
1	A1	925	CY3
1	A1	925	CY5
1	A1	925	DAPI
1	A1	925	GFP
1	A1	926	AF750
1	A1	926	CY3
1	A1	926	CY5
1	A1	926	DAPI
1	A1	926	GFP
1	A1	927	AF750
1	A1	927	CY3
1	A1	927	CY5
1	A1	927	DAPI
1	A1	927	GFP
1	A1	928	AF750
1	A1	928	CY3
1	A1	928	CY5
1	A1	928	DAPI
1	A1	928	GFP
1	A1	929	AF750
1	A1	929	CY3
1	A1	929	CY5
1	A1	929	DAPI
1	A1	929	GFP
1	A1	930	AF750
1	A1	930	CY3
1	A1	930	CY5
1	A1	930	DAPI
1	A1	930	GFP
1	A1	931	AF750
1	A1	931	CY3
1	A1	931	CY5
1	A1	931	DAPI
1	A1	931	GFP
1	A1	932	AF750
1	A1	932	CY3
1	A1	932	CY5
1	A1	932	DAPI
1	A1	932	GFP
1	A1	933	AF750
1	A1	933	CY3
1	A1	933	CY5
1	A1	933	DAPI
1	A1	933	GFP
1	A1	934	AF750
1	A1	934	CY3
1	A1	934	CY5
1	A1	934	DAPI
1	A1	934	GFP
1	A1	935	AF750
1	A1	935	CY3
1	A1	935	CY5
1	A1	935	DAPI
1	A1	935	GFP
1	A1	936	AF750
1	A1	936	CY3
1	A1	936	CY5
1	A1	936	DAPI
1	A1	936	GFP
1	A1	937	AF750
1	A1	937	CY3
1	A1	937	CY5
1	A1	937	DAPI
1	A1	937	GFP
1	A1	938	AF750
1	A1	938	CY3
1	A1	938	CY5
1	A1	938	DAPI
1	A1	938	GFP
1	A1	939	AF750
1	A1	939	CY3
1	A1	939	CY5
1	A1	939	DAPI
1	A1	939	GFP
1	A1	940	AF750
1	A1	940	CY3
1	A1	940	CY5
1	A1	940	DAPI
1	A1	940	GFP
1	A1	941	AF750
1	A1	941	CY3
1	A1	941	CY5
1	A1	941	DAPI
1	A1	941	GFP
1	A1	942	AF750
1	A1	942	CY3
1	A1	942	CY5
1	A1	942	DAPI
1	A1	942	GFP
1	A1	943	AF750
1	A1	943	CY3
1	A1	943	CY5
1	A1	943	DAPI
1	A1	943	GFP
1	A1	944	AF750
1	A1	944	CY3
1	A1	944	CY5
1	A1	944	DAPI
1	A1	944	GFP
1	A1	945	AF750
1	A1	945	CY3
1	A1	945	CY5
1	A1	945	DAPI
1	A1	945	GFP
1	A1	946	AF750
1	A1	946	CY3
1	A1	946	CY5
1	A1	946	DAPI
1	A1	946	GFP
1	A1	947	AF750
1	A1	947	CY3
1	A1	947	CY5
1	A1	947	DAPI
1	A1	947	GFP
