round	well	tile	channel
2	A1	16	CY5
2	A1	16	DAPI
2	A1	16	GFP
2	A1	17	AF750
2	A1	17	CY3
2	A1	17	CY5
2	A1	17	DAPI
2	A1	17	GFP
2	A1	18	AF750
2	A1	18	CY3
2	A1	18	CY5
2	A1	18	DAPI
2	A1	18	GFP
2	A1	19	AF750
2	A1	19	CY3
2	A1	19	CY5
2	A1	19	DAPI
2	A1	19	GFP
2	A1	20	AF750
2	A1	20	CY3
2	A1	20	CY5
2	A1	20	DAPI
2	A1	20	GFP
2	A1	21	AF750
2	A1	21	CY3
2	A1	21	CY5
2	A1	21	DAPI
2	A1	21	GFP
2	A1	22	AF750
2	A1	22	CY3
2	A1	22	CY5
2	A1	22	DAPI
2	A1	22	GFP
2	A1	23	AF750
2	A1	23	CY3
2	A1	23	CY5
2	A1	23	DAPI
2	A1	23	GFP
2	A1	24	AF750
2	A1	24	CY3
2	A1	24	CY5
2	A1	24	DAPI
2	A1	24	GFP
2	A1	25	AF750
2	A1	25	CY3
2	A1	25	CY5
2	A1	25	DAPI
2	A1	25	GFP
2	A1	26	AF750
2	A1	26	CY3
2	A1	26	CY5
2	A1	26	DAPI
2	A1	26	GFP
2	A1	27	AF750
2	A1	27	CY3
2	A1	27	CY5
2	A1	27	DAPI
2	A1	27	GFP
2	A1	28	AF750
2	A1	28	CY3
2	A1	28	CY5
2	A1	28	DAPI
2	A1	28	GFP
2	A1	29	AF750
2	A1	29	CY3
2	A1	29	CY5
2	A1	29	DAPI
2	A1	29	GFP
2	A1	30	AF750
2	A1	30	CY3
2	A1	30	CY5
2	A1	30	DAPI
2	A1	30	GFP
2	A1	31	AF750
2	A1	31	CY3
2	A1	31	CY5
2	A1	31	DAPI
2	A1	31	GFP
2	A1	32	AF750
2	A1	32	CY3
2	A1	32	CY5
2	A1	32	DAPI
2	A1	32	GFP
2	A1	33	AF750
2	A1	33	CY3
2	A1	33	CY5
2	A1	33	DAPI
2	A1	33	GFP
2	A1	34	AF750
2	A1	34	CY3
2	A1	34	CY5
2	A1	34	DAPI
2	A1	34	GFP
2	A1	35	AF750
2	A1	35	CY3
2	A1	35	CY5
2	A1	35	DAPI
2	A1	35	GFP
2	A1	36	AF750
2	A1	36	CY3
2	A1	36	CY5
2	A1	36	DAPI
2	A1	36	GFP
2	A1	37	AF750
2	A1	37	CY3
2	A1	37	CY5
2	A1	37	DAPI
2	A1	37	GFP
2	A1	38	AF750
2	A1	38	CY3
2	A1	38	CY5
2	A1	38	DAPI
2	A1	38	GFP
2	A1	39	AF750
2	A1	39	CY3
2	A1	39	CY5
2	A1	39	DAPI
2	A1	39	GFP
2	A1	40	AF750
2	A1	40	CY3
2	A1	40	CY5
2	A1	40	DAPI
2	A1	40	GFP
2	A1	41	AF750
2	A1	41	CY3
2	A1	41	CY5
2	A1	41	DAPI
2	A1	41	GFP
2	A1	42	AF750
2	A1	42	CY3
2	A1	42	CY5
2	A1	42	DAPI
2	A1	42	GFP
2	A1	43	AF750
2	A1	43	CY3
2	A1	43	CY5
2	A1	43	DAPI
2	A1	43	GFP
2	A1	44	AF750
2	A1	44	CY3
2	A1	44	CY5
2	A1	44	DAPI
2	A1	44	GFP
2	A1	45	AF750
2	A1	45	CY3
2	A1	45	CY5
2	A1	45	DAPI
2	A1	45	GFP
2	A1	46	AF750
2	A1	46	CY3
2	A1	46	CY5
2	A1	46	DAPI
2	A1	46	GFP
2	A1	47	AF750
2	A1	47	CY3
2	A1	47	CY5
2	A1	47	DAPI
2	A1	47	GFP
2	A1	48	AF750
2	A1	48	CY3
2	A1	48	CY5
2	A1	48	DAPI
2	A1	48	GFP
2	A1	49	AF750
2	A1	49	CY3
2	A1	49	CY5
2	A1	49	DAPI
2	A1	49	GFP
2	A1	50	AF750
2	A1	50	CY3
2	A1	50	CY5
2	A1	50	DAPI
2	A1	50	GFP
2	A1	51	AF750
2	A1	51	CY3
2	A1	51	CY5
2	A1	51	DAPI
2	A1	51	GFP
2	A1	52	AF750
2	A1	52	CY3
2	A1	52	CY5
2	A1	52	DAPI
2	A1	52	GFP
2	A1	53	AF750
2	A1	53	CY3
2	A1	53	CY5
2	A1	53	DAPI
2	A1	53	GFP
2	A1	54	AF750
2	A1	54	CY3
2	A1	54	CY5
2	A1	54	DAPI
2	A1	54	GFP
2	A1	55	AF750
2	A1	55	CY3
2	A1	55	CY5
2	A1	55	DAPI
2	A1	55	GFP
2	A1	56	AF750
2	A1	56	CY3
2	A1	56	CY5
2	A1	56	DAPI
2	A1	56	GFP
2	A1	57	AF750
2	A1	57	CY3
2	A1	57	CY5
2	A1	57	DAPI
2	A1	57	GFP
2	A1	58	AF750
2	A1	58	CY3
2	A1	58	CY5
2	A1	58	DAPI
2	A1	58	GFP
2	A1	59	AF750
2	A1	59	CY3
2	A1	59	CY5
2	A1	59	DAPI
2	A1	59	GFP
2	A1	60	AF750
2	A1	60	CY3
2	A1	60	CY5
2	A1	60	DAPI
2	A1	60	GFP
2	A1	61	AF750
2	A1	61	CY3
2	A1	61	CY5
2	A1	61	DAPI
2	A1	61	GFP
2	A1	62	AF750
2	A1	62	CY3
2	A1	62	CY5
2	A1	62	DAPI
2	A1	62	GFP
2	A1	63	AF750
2	A1	63	CY3
2	A1	63	CY5
2	A1	63	DAPI
2	A1	63	GFP
2	A1	64	AF750
2	A1	64	CY3
2	A1	64	CY5
2	A1	64	DAPI
2	A1	64	GFP
2	A1	65	AF750
2	A1	65	CY3
2	A1	65	CY5
2	A1	65	DAPI
2	A1	65	GFP
2	A1	66	AF750
2	A1	66	CY3
2	A1	66	CY5
2	A1	66	DAPI
2	A1	66	GFP
2	A1	67	AF750
2	A1	67	CY3
2	A1	67	CY5
2	A1	67	DAPI
2	A1	67	GFP
2	A1	68	AF750
2	A1	68	CY3
2	A1	68	CY5
2	A1	68	DAPI
2	A1	68	GFP
2	A1	69	AF750
2	A1	69	CY3
2	A1	69	CY5
2	A1	69	DAPI
2	A1	69	GFP
2	A1	70	AF750
2	A1	70	CY3
2	A1	70	CY5
2	A1	70	DAPI
2	A1	70	GFP
2	A1	71	AF750
2	A1	71	CY3
2	A1	71	CY5
2	A1	71	DAPI
2	A1	71	GFP
2	A1	72	AF750
2	A1	72	CY3
2	A1	72	CY5
2	A1	72	DAPI
2	A1	72	GFP
2	A1	73	AF750
2	A1	73	CY3
2	A1	73	CY5
2	A1	73	DAPI
2	A1	73	GFP
2	A1	74	AF750
2	A1	74	CY3
2	A1	74	CY5
2	A1	74	DAPI
2	A1	74	GFP
2	A1	75	AF750
2	A1	75	CY3
2	A1	75	CY5
2	A1	75	DAPI
2	A1	75	GFP
2	A1	76	AF750
2	A1	76	CY3
2	A1	76	CY5
2	A1	76	DAPI
2	A1	76	GFP
2	A1	77	AF750
2	A1	77	CY3
2	A1	77	CY5
2	A1	77	DAPI
2	A1	77	GFP
2	A1	78	AF750
2	A1	78	CY3
2	A1	78	CY5
2	A1	78	DAPI
2	A1	78	GFP
2	A1	79	AF750
2	A1	79	CY3
2	A1	79	CY5
2	A1	79	DAPI
2	A1	79	GFP
2	A1	80	AF750
2	A1	80	CY3
2	A1	80	CY5
2	A1	80	DAPI
2	A1	80	GFP
2	A1	81	AF750
2	A1	81	CY3
2	A1	81	CY5
2	A1	81	DAPI
2	A1	81	GFP
2	A1	82	AF750
2	A1	82	CY3
2	A1	82	CY5
2	A1	82	DAPI
2	A1	82	GFP
2	A1	83	AF750
2	A1	83	CY3
2	A1	83	CY5
2	A1	83	DAPI
2	A1	83	GFP
2	A1	84	AF750
2	A1	84	CY3
2	A1	84	CY5
2	A1	84	DAPI
2	A1	84	GFP
2	A1	85	AF750
2	A1	85	CY3
2	A1	85	CY5
2	A1	85	DAPI
2	A1	85	GFP
2	A1	86	AF750
2	A1	86	CY3
2	A1	86	CY5
2	A1	86	DAPI
2	A1	86	GFP
2	A1	87	AF750
2	A1	87	CY3
2	A1	87	CY5
2	A1	87	DAPI
2	A1	87	GFP
2	A1	88	AF750
2	A1	88	CY3
2	A1	88	CY5
2	A1	88	DAPI
2	A1	88	GFP
2	A1	89	AF750
2	A1	89	CY3
2	A1	89	CY5
2	A1	89	DAPI
2	A1	89	GFP
2	A1	90	AF750
2	A1	90	CY3
2	A1	90	CY5
2	A1	90	DAPI
2	A1	90	GFP
2	A1	91	AF750
2	A1	91	CY3
2	A1	91	CY5
2	A1	91	DAPI
2	A1	91	GFP
2	A1	92	AF750
2	A1	92	CY3
2	A1	92	CY5
2	A1	92	DAPI
2	A1	92	GFP
2	A1	93	AF750
2	A1	93	CY3
2	A1	93	CY5
2	A1	93	DAPI
2	A1	93	GFP
2	A1	94	AF750
2	A1	94	CY3
2	A1	94	CY5
2	A1	94	DAPI
2	A1	94	GFP
2	A1	95	AF750
2	A1	95	CY3
2	A1	95	CY5
2	A1	95	DAPI
2	A1	95	GFP
2	A1	96	AF750
2	A1	96	CY3
2	A1	96	CY5
2	A1	96	DAPI
2	A1	96	GFP
2	A1	97	AF750
2	A1	97	CY3
2	A1	97	CY5
2	A1	97	DAPI
2	A1	97	GFP
2	A1	98	AF750
2	A1	98	CY3
2	A1	98	CY5
2	A1	98	DAPI
2	A1	98	GFP
2	A1	99	AF750
2	A1	99	CY3
2	A1	99	CY5
2	A1	99	DAPI
2	A1	99	GFP
2	A1	100	AF750
2	A1	100	CY3
2	A1	100	CY5
2	A1	100	DAPI
2	A1	100	GFP
2	A1	101	AF750
2	A1	101	CY3
2	A1	101	CY5
2	A1	101	DAPI
2	A1	101	GFP
2	A1	102	AF750
2	A1	102	CY3
2	A1	102	CY5
2	A1	102	DAPI
2	A1	102	GFP
2	A1	103	AF750
2	A1	103	CY3
2	A1	103	CY5
2	A1	103	DAPI
2	A1	103	GFP
2	A1	104	AF750
2	A1	104	CY3
2	A1	104	CY5
2	A1	104	DAPI
2	A1	104	GFP
2	A1	105	AF750
2	A1	105	CY3
2	A1	105	CY5
2	A1	105	DAPI
2	A1	105	GFP
2	A1	106	AF750
2	A1	106	CY3
2	A1	106	CY5
2	A1	106	DAPI
2	A1	106	GFP
2	A1	107	AF750
2	A1	107	CY3
2	A1	107	CY5
2	A1	107	DAPI
2	A1	107	GFP
2	A1	108	AF750
2	A1	108	CY3
2	A1	108	CY5
2	A1	108	DAPI
2	A1	108	GFP
2	A1	109	AF750
2	A1	109	CY3
2	A1	109	CY5
2	A1	109	DAPI
2	A1	109	GFP
2	A1	110	AF750
2	A1	110	CY3
2	A1	110	CY5
2	A1	110	DAPI
2	A1	110	GFP
2	A1	111	AF750
2	A1	111	CY3
2	A1	111	CY5
2	A1	111	DAPI
2	A1	111	GFP
2	A1	112	AF750
2	A1	112	CY3
2	A1	112	CY5
2	A1	112	DAPI
2	A1	112	GFP
2	A1	113	AF750
2	A1	113	CY3
2	A1	113	CY5
2	A1	113	DAPI
2	A1	113	GFP
2	A1	114	AF750
2	A1	114	CY3
2	A1	114	CY5
2	A1	114	DAPI
2	A1	114	GFP
2	A1	115	AF750
2	A1	115	CY3
2	A1	115	CY5
2	A1	115	DAPI
2	A1	115	GFP
2	A1	116	AF750
2	A1	116	CY3
2	A1	116	CY5
2	A1	116	DAPI
2	A1	116	GFP
2	A1	117	AF750
2	A1	117	CY3
2	A1	117	CY5
2	A1	117	DAPI
2	A1	117	GFP
2	A1	118	AF750
2	A1	118	CY3
2	A1	118	CY5
2	A1	118	DAPI
2	A1	118	GFP
2	A1	119	AF750
2	A1	119	CY3
2	A1	119	CY5
2	A1	119	DAPI
2	A1	119	GFP
2	A1	120	AF750
2	A1	120	CY3
2	A1	120	CY5
2	A1	120	DAPI
2	A1	120	GFP
2	A1	121	AF750
2	A1	121	CY3
2	A1	121	CY5
2	A1	121	DAPI
2	A1	121	GFP
2	A1	122	AF750
2	A1	122	CY3
2	A1	122	CY5
2	A1	122	DAPI
2	A1	122	GFP
2	A1	123	AF750
2	A1	123	CY3
2	A1	123	CY5
2	A1	123	DAPI
2	A1	123	GFP
2	A1	124	AF750
2	A1	124	CY3
2	A1	124	CY5
2	A1	124	DAPI
2	A1	124	GFP
2	A1	125	AF750
2	A1	125	CY3
2	A1	125	CY5
2	A1	125	DAPI
2	A1	125	GFP
2	A1	126	AF750
2	A1	126	CY3
2	A1	126	CY5
2	A1	126	DAPI
2	A1	126	GFP
2	A1	127	AF750
2	A1	127	CY3
2	A1	127	CY5
2	A1	127	DAPI
2	A1	127	GFP
2	A1	128	AF750
2	A1	128	CY3
2	A1	128	CY5
2	A1	128	DAPI
2	A1	128	GFP
2	A1	129	AF750
2	A1	129	CY3
2	A1	129	CY5
2	A1	129	DAPI
2	A1	129	GFP
2	A1	130	AF750
2	A1	130	CY3
2	A1	130	CY5
2	A1	130	DAPI
2	A1	130	GFP
2	A1	131	AF750
2	A1	131	CY3
2	A1	131	CY5
2	A1	131	DAPI
2	A1	131	GFP
2	A1	132	AF750
2	A1	132	CY3
2	A1	132	CY5
2	A1	132	DAPI
2	A1	132	GFP
2	A1	133	AF750
2	A1	133	CY3
2	A1	133	CY5
2	A1	133	DAPI
2	A1	133	GFP
2	A1	134	AF750
2	A1	134	CY3
2	A1	134	CY5
2	A1	134	DAPI
2	A1	134	GFP
2	A1	135	AF750
2	A1	135	CY3
2	A1	135	CY5
2	A1	135	DAPI
2	A1	135	GFP
2	A1	136	AF750
2	A1	136	CY3
2	A1	136	CY5
2	A1	136	DAPI
2	A1	136	GFP
2	A1	137	AF750
2	A1	137	CY3
2	A1	137	CY5
2	A1	137	DAPI
2	A1	137	GFP
2	A1	138	AF750
2	A1	138	CY3
2	A1	138	CY5
2	A1	138	DAPI
2	A1	138	GFP
2	A1	139	AF750
2	A1	139	CY3
2	A1	139	CY5
2	A1	139	DAPI
2	A1	139	GFP
2	A1	140	AF750
2	A1	140	CY3
2	A1	140	CY5
2	A1	140	DAPI
2	A1	140	GFP
2	A1	141	AF750
2	A1	141	CY3
2	A1	141	CY5
2	A1	141	DAPI
2	A1	141	GFP
2	A1	142	AF750
2	A1	142	CY3
2	A1	142	CY5
2	A1	142	DAPI
2	A1	142	GFP
2	A1	143	AF750
2	A1	143	CY3
2	A1	143	CY5
2	A1	143	DAPI
2	A1	143	GFP
2	A1	144	AF750
2	A1	144	CY3
2	A1	144	CY5
2	A1	144	DAPI
2	A1	144	GFP
2	A1	145	AF750
2	A1	145	CY3
2	A1	145	CY5
2	A1	145	DAPI
2	A1	145	GFP
2	A1	146	AF750
2	A1	146	CY3
2	A1	146	CY5
2	A1	146	DAPI
2	A1	146	GFP
2	A1	147	AF750
2	A1	147	CY3
2	A1	147	CY5
2	A1	147	DAPI
2	A1	147	GFP
2	A1	148	AF750
2	A1	148	CY3
2	A1	148	CY5
2	A1	148	DAPI
2	A1	148	GFP
2	A1	149	AF750
2	A1	149	CY3
2	A1	149	CY5
2	A1	149	DAPI
2	A1	149	GFP
2	A1	150	AF750
2	A1	150	CY3
2	A1	150	CY5
2	A1	150	DAPI
2	A1	150	GFP
2	A1	151	AF750
2	A1	151	CY3
2	A1	151	CY5
2	A1	151	DAPI
2	A1	151	GFP
2	A1	152	AF750
2	A1	152	CY3
2	A1	152	CY5
2	A1	152	DAPI
2	A1	152	GFP
2	A1	153	AF750
2	A1	153	CY3
2	A1	153	CY5
2	A1	153	DAPI
2	A1	153	GFP
2	A1	154	AF750
2	A1	154	CY3
2	A1	154	CY5
2	A1	154	DAPI
2	A1	154	GFP
2	A1	155	AF750
2	A1	155	CY3
2	A1	155	CY5
2	A1	155	DAPI
2	A1	155	GFP
2	A1	156	AF750
2	A1	156	CY3
2	A1	156	CY5
2	A1	156	DAPI
2	A1	156	GFP
2	A1	157	AF750
2	A1	157	CY3
2	A1	157	CY5
2	A1	157	DAPI
2	A1	157	GFP
2	A1	158	AF750
2	A1	158	CY3
2	A1	158	CY5
2	A1	158	DAPI
2	A1	158	GFP
2	A1	159	AF750
2	A1	159	CY3
2	A1	159	CY5
2	A1	159	DAPI
2	A1	159	GFP
2	A1	160	AF750
2	A1	160	CY3
2	A1	160	CY5
2	A1	160	DAPI
2	A1	160	GFP
2	A1	161	AF750
2	A1	161	CY3
2	A1	161	CY5
2	A1	161	DAPI
2	A1	161	GFP
2	A1	162	AF750
2	A1	162	CY3
2	A1	162	CY5
2	A1	162	DAPI
2	A1	162	GFP
2	A1	163	AF750
2	A1	163	CY3
2	A1	163	CY5
2	A1	163	DAPI
2	A1	163	GFP
2	A1	164	AF750
2	A1	164	CY3
2	A1	164	CY5
2	A1	164	DAPI
2	A1	164	GFP
2	A1	165	AF750
2	A1	165	CY3
2	A1	165	CY5
2	A1	165	DAPI
2	A1	165	GFP
2	A1	166	AF750
2	A1	166	CY3
2	A1	166	CY5
2	A1	166	DAPI
2	A1	166	GFP
2	A1	167	AF750
2	A1	167	CY3
2	A1	167	CY5
2	A1	167	DAPI
2	A1	167	GFP
2	A1	168	AF750
2	A1	168	CY3
2	A1	168	CY5
2	A1	168	DAPI
2	A1	168	GFP
2	A1	169	AF750
2	A1	169	CY3
2	A1	169	CY5
2	A1	169	DAPI
2	A1	169	GFP
2	A1	170	AF750
2	A1	170	CY3
2	A1	170	CY5
2	A1	170	DAPI
2	A1	170	GFP
2	A1	171	AF750
2	A1	171	CY3
2	A1	171	CY5
2	A1	171	DAPI
2	A1	171	GFP
2	A1	172	AF750
2	A1	172	CY3
2	A1	172	CY5
2	A1	172	DAPI
2	A1	172	GFP
2	A1	173	AF750
2	A1	173	CY3
2	A1	173	CY5
2	A1	173	DAPI
2	A1	173	GFP
2	A1	174	AF750
2	A1	174	CY3
2	A1	174	CY5
2	A1	174	DAPI
2	A1	174	GFP
2	A1	175	AF750
2	A1	175	CY3
2	A1	175	CY5
2	A1	175	DAPI
2	A1	175	GFP
2	A1	176	AF750
2	A1	176	CY3
2	A1	176	CY5
2	A1	176	DAPI
2	A1	176	GFP
2	A1	177	AF750
2	A1	177	CY3
2	A1	177	CY5
2	A1	177	DAPI
2	A1	177	GFP
2	A1	178	AF750
2	A1	178	CY3
2	A1	178	CY5
2	A1	178	DAPI
2	A1	178	GFP
2	A1	179	AF750
2	A1	179	CY3
2	A1	179	CY5
2	A1	179	DAPI
2	A1	179	GFP
2	A1	180	AF750
2	A1	180	CY3
2	A1	180	CY5
2	A1	180	DAPI
2	A1	180	GFP
2	A1	181	AF750
2	A1	181	CY3
2	A1	181	CY5
2	A1	181	DAPI
2	A1	181	GFP
2	A1	182	AF750
2	A1	182	CY3
2	A1	182	CY5
2	A1	182	DAPI
2	A1	182	GFP
2	A1	183	AF750
2	A1	183	CY3
2	A1	183	CY5
2	A1	183	DAPI
2	A1	183	GFP
2	A1	184	AF750
2	A1	184	CY3
2	A1	184	CY5
2	A1	184	DAPI
2	A1	184	GFP
2	A1	185	AF750
2	A1	185	CY3
2	A1	185	CY5
2	A1	185	DAPI
2	A1	185	GFP
2	A1	186	AF750
2	A1	186	CY3
2	A1	186	CY5
2	A1	186	DAPI
2	A1	186	GFP
2	A1	187	AF750
2	A1	187	CY3
2	A1	187	CY5
2	A1	187	DAPI
2	A1	187	GFP
2	A1	188	AF750
2	A1	188	CY3
2	A1	188	CY5
2	A1	188	DAPI
2	A1	188	GFP
2	A1	189	AF750
2	A1	189	CY3
2	A1	189	CY5
2	A1	189	DAPI
2	A1	189	GFP
2	A1	190	AF750
2	A1	190	CY3
2	A1	190	CY5
2	A1	190	DAPI
2	A1	190	GFP
2	A1	191	AF750
2	A1	191	CY3
2	A1	191	CY5
2	A1	191	DAPI
2	A1	191	GFP
2	A1	192	AF750
2	A1	192	CY3
2	A1	192	CY5
2	A1	192	DAPI
2	A1	192	GFP
2	A1	193	AF750
2	A1	193	CY3
2	A1	193	CY5
2	A1	193	DAPI
2	A1	193	GFP
2	A1	194	AF750
2	A1	194	CY3
2	A1	194	CY5
2	A1	194	DAPI
2	A1	194	GFP
2	A1	195	AF750
2	A1	195	CY3
2	A1	195	CY5
2	A1	195	DAPI
2	A1	195	GFP
2	A1	196	AF750
2	A1	196	CY3
2	A1	196	CY5
2	A1	196	DAPI
2	A1	196	GFP
2	A1	197	AF750
2	A1	197	CY3
2	A1	197	CY5
2	A1	197	DAPI
2	A1	197	GFP
2	A1	198	AF750
2	A1	198	CY3
2	A1	198	CY5
2	A1	198	DAPI
2	A1	198	GFP
2	A1	199	AF750
2	A1	199	CY3
2	A1	199	CY5
2	A1	199	DAPI
2	A1	199	GFP
2	A1	200	AF750
2	A1	200	CY3
2	A1	200	CY5
2	A1	200	DAPI
2	A1	200	GFP
2	A1	201	AF750
2	A1	201	CY3
2	A1	201	CY5
2	A1	201	DAPI
2	A1	201	GFP
2	A1	202	AF750
2	A1	202	CY3
2	A1	202	CY5
2	A1	202	DAPI
2	A1	202	GFP
2	A1	203	AF750
2	A1	203	CY3
2	A1	203	CY5
2	A1	203	DAPI
2	A1	203	GFP
2	A1	204	AF750
2	A1	204	CY3
2	A1	204	CY5
2	A1	204	DAPI
2	A1	204	GFP
2	A1	205	AF750
2	A1	205	CY3
2	A1	205	CY5
2	A1	205	DAPI
2	A1	205	GFP
2	A1	206	AF750
2	A1	206	CY3
2	A1	206	CY5
2	A1	206	DAPI
2	A1	206	GFP
2	A1	207	AF750
2	A1	207	CY3
2	A1	207	CY5
2	A1	207	DAPI
2	A1	207	GFP
2	A1	208	AF750
2	A1	208	CY3
2	A1	208	CY5
2	A1	208	DAPI
2	A1	208	GFP
2	A1	209	AF750
2	A1	209	CY3
2	A1	209	CY5
2	A1	209	DAPI
2	A1	209	GFP
2	A1	210	AF750
2	A1	210	CY3
2	A1	210	CY5
2	A1	210	DAPI
2	A1	210	GFP
2	A1	211	AF750
2	A1	211	CY3
2	A1	211	CY5
2	A1	211	DAPI
2	A1	211	GFP
2	A1	212	AF750
2	A1	212	CY3
2	A1	212	CY5
2	A1	212	DAPI
2	A1	212	GFP
2	A1	213	AF750
2	A1	213	CY3
2	A1	213	CY5
2	A1	213	DAPI
2	A1	213	GFP
2	A1	214	AF750
2	A1	214	CY3
2	A1	214	CY5
2	A1	214	DAPI
2	A1	214	GFP
2	A1	215	AF750
2	A1	215	CY3
2	A1	215	CY5
2	A1	215	DAPI
2	A1	215	GFP
2	A1	216	AF750
2	A1	216	CY3
2	A1	216	CY5
2	A1	216	DAPI
2	A1	216	GFP
2	A1	217	AF750
2	A1	217	CY3
2	A1	217	CY5
2	A1	217	DAPI
2	A1	217	GFP
2	A1	218	AF750
2	A1	218	CY3
2	A1	218	CY5
2	A1	218	DAPI
2	A1	218	GFP
2	A1	219	AF750
2	A1	219	CY3
2	A1	219	CY5
2	A1	219	DAPI
2	A1	219	GFP
2	A1	220	AF750
2	A1	220	CY3
2	A1	220	CY5
2	A1	220	DAPI
2	A1	220	GFP
2	A1	221	AF750
2	A1	221	CY3
2	A1	221	CY5
2	A1	221	DAPI
2	A1	221	GFP
2	A1	222	AF750
2	A1	222	CY3
2	A1	222	CY5
2	A1	222	DAPI
2	A1	222	GFP
2	A1	223	AF750
2	A1	223	CY3
2	A1	223	CY5
2	A1	223	DAPI
2	A1	223	GFP
2	A1	224	AF750
2	A1	224	CY3
2	A1	224	CY5
2	A1	224	DAPI
2	A1	224	GFP
2	A1	225	AF750
2	A1	225	CY3
2	A1	225	CY5
2	A1	225	DAPI
2	A1	225	GFP
2	A1	226	AF750
2	A1	226	CY3
2	A1	226	CY5
2	A1	226	DAPI
2	A1	226	GFP
2	A1	227	AF750
2	A1	227	CY3
2	A1	227	CY5
2	A1	227	DAPI
2	A1	227	GFP
2	A1	228	AF750
2	A1	228	CY3
2	A1	228	CY5
2	A1	228	DAPI
2	A1	228	GFP
2	A1	229	AF750
2	A1	229	CY3
2	A1	229	CY5
2	A1	229	DAPI
2	A1	229	GFP
2	A1	230	AF750
2	A1	230	CY3
2	A1	230	CY5
2	A1	230	DAPI
2	A1	230	GFP
2	A1	231	AF750
2	A1	231	CY3
2	A1	231	CY5
2	A1	231	DAPI
2	A1	231	GFP
2	A1	232	AF750
2	A1	232	CY3
2	A1	232	CY5
2	A1	232	DAPI
2	A1	232	GFP
2	A1	233	AF750
2	A1	233	CY3
2	A1	233	CY5
2	A1	233	DAPI
2	A1	233	GFP
2	A1	234	AF750
2	A1	234	CY3
2	A1	234	CY5
2	A1	234	DAPI
2	A1	234	GFP
2	A1	235	AF750
2	A1	235	CY3
2	A1	235	CY5
2	A1	235	DAPI
2	A1	235	GFP
2	A1	236	AF750
2	A1	236	CY3
2	A1	236	CY5
2	A1	236	DAPI
2	A1	236	GFP
2	A1	237	AF750
2	A1	237	CY3
2	A1	237	CY5
2	A1	237	DAPI
2	A1	237	GFP
2	A1	238	AF750
2	A1	238	CY3
2	A1	238	CY5
2	A1	238	DAPI
2	A1	238	GFP
2	A1	239	AF750
2	A1	239	CY3
2	A1	239	CY5
2	A1	239	DAPI
2	A1	239	GFP
2	A1	240	AF750
2	A1	240	CY3
2	A1	240	CY5
2	A1	240	DAPI
2	A1	240	GFP
2	A1	241	AF750
2	A1	241	CY3
2	A1	241	CY5
2	A1	241	DAPI
2	A1	241	GFP
2	A1	242	AF750
2	A1	242	CY3
2	A1	242	CY5
2	A1	242	DAPI
2	A1	242	GFP
2	A1	243	AF750
2	A1	243	CY3
2	A1	243	CY5
2	A1	243	DAPI
2	A1	243	GFP
2	A1	244	AF750
2	A1	244	CY3
2	A1	244	CY5
2	A1	244	DAPI
2	A1	244	GFP
2	A1	245	AF750
2	A1	245	CY3
2	A1	245	CY5
2	A1	245	DAPI
2	A1	245	GFP
2	A1	246	AF750
2	A1	246	CY3
2	A1	246	CY5
2	A1	246	DAPI
2	A1	246	GFP
2	A1	247	AF750
2	A1	247	CY3
2	A1	247	CY5
2	A1	247	DAPI
2	A1	247	GFP
2	A1	248	AF750
2	A1	248	CY3
2	A1	248	CY5
2	A1	248	DAPI
2	A1	248	GFP
2	A1	249	AF750
2	A1	249	CY3
2	A1	249	CY5
2	A1	249	DAPI
2	A1	249	GFP
2	A1	250	AF750
2	A1	250	CY3
2	A1	250	CY5
2	A1	250	DAPI
2	A1	250	GFP
2	A1	251	AF750
2	A1	251	CY3
2	A1	251	CY5
2	A1	251	DAPI
2	A1	251	GFP
2	A1	252	AF750
2	A1	252	CY3
2	A1	252	CY5
2	A1	252	DAPI
2	A1	252	GFP
2	A1	253	AF750
2	A1	253	CY3
2	A1	253	CY5
2	A1	253	DAPI
2	A1	253	GFP
2	A1	254	AF750
2	A1	254	CY3
2	A1	254	CY5
2	A1	254	DAPI
2	A1	254	GFP
2	A1	255	AF750
2	A1	255	CY3
2	A1	255	CY5
2	A1	255	DAPI
2	A1	255	GFP
2	A1	256	AF750
2	A1	256	CY3
2	A1	256	CY5
2	A1	256	DAPI
2	A1	256	GFP
2	A1	257	AF750
2	A1	257	CY3
2	A1	257	CY5
2	A1	257	DAPI
2	A1	257	GFP
2	A1	258	AF750
2	A1	258	CY3
2	A1	258	CY5
2	A1	258	DAPI
2	A1	258	GFP
2	A1	259	AF750
2	A1	259	CY3
2	A1	259	CY5
2	A1	259	DAPI
2	A1	259	GFP
2	A1	260	AF750
2	A1	260	CY3
2	A1	260	CY5
2	A1	260	DAPI
2	A1	260	GFP
2	A1	261	AF750
2	A1	261	CY3
2	A1	261	CY5
2	A1	261	DAPI
2	A1	261	GFP
2	A1	262	AF750
2	A1	262	CY3
2	A1	262	CY5
2	A1	262	DAPI
2	A1	262	GFP
2	A1	263	AF750
2	A1	263	CY3
2	A1	263	CY5
2	A1	263	DAPI
2	A1	263	GFP
2	A1	264	AF750
2	A1	264	CY3
2	A1	264	CY5
2	A1	264	DAPI
2	A1	264	GFP
2	A1	265	AF750
2	A1	265	CY3
2	A1	265	CY5
2	A1	265	DAPI
2	A1	265	GFP
2	A1	266	AF750
