sample_fp	plate	well	round	tile	channel
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0829_ChannelAF750_10p_100ms_Seq10968.nd2	1	A2	2	829	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0829_ChannelCY3_30p_100ms_Seq10966.nd2	1	A2	2	829	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0829_ChannelCY5_50p_200ms_Seq10967.nd2	1	A2	2	829	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0829_ChannelDAPI_1p_50ms_Seq10965.nd2	1	A2	2	829	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0829_ChannelGFP_18p_100ms_Seq10969.nd2	1	A2	2	829	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0830_ChannelAF750_10p_100ms_Seq10973.nd2	1	A2	2	830	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0830_ChannelCY3_30p_100ms_Seq10971.nd2	1	A2	2	830	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0830_ChannelCY5_50p_200ms_Seq10972.nd2	1	A2	2	830	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0830_ChannelDAPI_1p_50ms_Seq10970.nd2	1	A2	2	830	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0830_ChannelGFP_18p_100ms_Seq10974.nd2	1	A2	2	830	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0831_ChannelAF750_10p_100ms_Seq10978.nd2	1	A2	2	831	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0831_ChannelCY3_30p_100ms_Seq10976.nd2	1	A2	2	831	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0831_ChannelCY5_50p_200ms_Seq10977.nd2	1	A2	2	831	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0831_ChannelDAPI_1p_50ms_Seq10975.nd2	1	A2	2	831	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0831_ChannelGFP_18p_100ms_Seq10979.nd2	1	A2	2	831	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0832_ChannelAF750_10p_100ms_Seq10983.nd2	1	A2	2	832	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0832_ChannelCY3_30p_100ms_Seq10981.nd2	1	A2	2	832	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0832_ChannelCY5_50p_200ms_Seq10982.nd2	1	A2	2	832	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0832_ChannelDAPI_1p_50ms_Seq10980.nd2	1	A2	2	832	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0832_ChannelGFP_18p_100ms_Seq10984.nd2	1	A2	2	832	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0833_ChannelAF750_10p_100ms_Seq10988.nd2	1	A2	2	833	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0833_ChannelCY3_30p_100ms_Seq10986.nd2	1	A2	2	833	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0833_ChannelCY5_50p_200ms_Seq10987.nd2	1	A2	2	833	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0833_ChannelDAPI_1p_50ms_Seq10985.nd2	1	A2	2	833	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0833_ChannelGFP_18p_100ms_Seq10989.nd2	1	A2	2	833	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0834_ChannelAF750_10p_100ms_Seq10993.nd2	1	A2	2	834	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0834_ChannelCY3_30p_100ms_Seq10991.nd2	1	A2	2	834	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0834_ChannelCY5_50p_200ms_Seq10992.nd2	1	A2	2	834	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0834_ChannelDAPI_1p_50ms_Seq10990.nd2	1	A2	2	834	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0834_ChannelGFP_18p_100ms_Seq10994.nd2	1	A2	2	834	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0835_ChannelAF750_10p_100ms_Seq10998.nd2	1	A2	2	835	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0835_ChannelCY3_30p_100ms_Seq10996.nd2	1	A2	2	835	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0835_ChannelCY5_50p_200ms_Seq10997.nd2	1	A2	2	835	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0835_ChannelDAPI_1p_50ms_Seq10995.nd2	1	A2	2	835	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0835_ChannelGFP_18p_100ms_Seq10999.nd2	1	A2	2	835	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0836_ChannelAF750_10p_100ms_Seq11003.nd2	1	A2	2	836	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0836_ChannelCY3_30p_100ms_Seq11001.nd2	1	A2	2	836	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0836_ChannelCY5_50p_200ms_Seq11002.nd2	1	A2	2	836	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0836_ChannelDAPI_1p_50ms_Seq11000.nd2	1	A2	2	836	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0836_ChannelGFP_18p_100ms_Seq11004.nd2	1	A2	2	836	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0837_ChannelAF750_10p_100ms_Seq11008.nd2	1	A2	2	837	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0837_ChannelCY3_30p_100ms_Seq11006.nd2	1	A2	2	837	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0837_ChannelCY5_50p_200ms_Seq11007.nd2	1	A2	2	837	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0837_ChannelDAPI_1p_50ms_Seq11005.nd2	1	A2	2	837	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0837_ChannelGFP_18p_100ms_Seq11009.nd2	1	A2	2	837	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0838_ChannelAF750_10p_100ms_Seq11013.nd2	1	A2	2	838	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0838_ChannelCY3_30p_100ms_Seq11011.nd2	1	A2	2	838	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0838_ChannelCY5_50p_200ms_Seq11012.nd2	1	A2	2	838	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0838_ChannelDAPI_1p_50ms_Seq11010.nd2	1	A2	2	838	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0838_ChannelGFP_18p_100ms_Seq11014.nd2	1	A2	2	838	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0839_ChannelAF750_10p_100ms_Seq11018.nd2	1	A2	2	839	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0839_ChannelCY3_30p_100ms_Seq11016.nd2	1	A2	2	839	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0839_ChannelCY5_50p_200ms_Seq11017.nd2	1	A2	2	839	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0839_ChannelDAPI_1p_50ms_Seq11015.nd2	1	A2	2	839	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0839_ChannelGFP_18p_100ms_Seq11019.nd2	1	A2	2	839	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0840_ChannelAF750_10p_100ms_Seq11023.nd2	1	A2	2	840	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0840_ChannelCY3_30p_100ms_Seq11021.nd2	1	A2	2	840	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0840_ChannelCY5_50p_200ms_Seq11022.nd2	1	A2	2	840	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0840_ChannelDAPI_1p_50ms_Seq11020.nd2	1	A2	2	840	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0840_ChannelGFP_18p_100ms_Seq11024.nd2	1	A2	2	840	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0841_ChannelAF750_10p_100ms_Seq11028.nd2	1	A2	2	841	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0841_ChannelCY3_30p_100ms_Seq11026.nd2	1	A2	2	841	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0841_ChannelCY5_50p_200ms_Seq11027.nd2	1	A2	2	841	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0841_ChannelDAPI_1p_50ms_Seq11025.nd2	1	A2	2	841	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0841_ChannelGFP_18p_100ms_Seq11029.nd2	1	A2	2	841	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0842_ChannelAF750_10p_100ms_Seq11033.nd2	1	A2	2	842	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0842_ChannelCY3_30p_100ms_Seq11031.nd2	1	A2	2	842	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0842_ChannelCY5_50p_200ms_Seq11032.nd2	1	A2	2	842	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0842_ChannelDAPI_1p_50ms_Seq11030.nd2	1	A2	2	842	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0842_ChannelGFP_18p_100ms_Seq11034.nd2	1	A2	2	842	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0843_ChannelAF750_10p_100ms_Seq11038.nd2	1	A2	2	843	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0843_ChannelCY3_30p_100ms_Seq11036.nd2	1	A2	2	843	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0843_ChannelCY5_50p_200ms_Seq11037.nd2	1	A2	2	843	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0843_ChannelDAPI_1p_50ms_Seq11035.nd2	1	A2	2	843	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0843_ChannelGFP_18p_100ms_Seq11039.nd2	1	A2	2	843	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0844_ChannelAF750_10p_100ms_Seq11043.nd2	1	A2	2	844	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0844_ChannelCY3_30p_100ms_Seq11041.nd2	1	A2	2	844	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0844_ChannelCY5_50p_200ms_Seq11042.nd2	1	A2	2	844	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0844_ChannelDAPI_1p_50ms_Seq11040.nd2	1	A2	2	844	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0844_ChannelGFP_18p_100ms_Seq11044.nd2	1	A2	2	844	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0845_ChannelAF750_10p_100ms_Seq11048.nd2	1	A2	2	845	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0845_ChannelCY3_30p_100ms_Seq11046.nd2	1	A2	2	845	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0845_ChannelCY5_50p_200ms_Seq11047.nd2	1	A2	2	845	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0845_ChannelDAPI_1p_50ms_Seq11045.nd2	1	A2	2	845	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0845_ChannelGFP_18p_100ms_Seq11049.nd2	1	A2	2	845	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0846_ChannelAF750_10p_100ms_Seq11053.nd2	1	A2	2	846	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0846_ChannelCY3_30p_100ms_Seq11051.nd2	1	A2	2	846	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0846_ChannelCY5_50p_200ms_Seq11052.nd2	1	A2	2	846	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0846_ChannelDAPI_1p_50ms_Seq11050.nd2	1	A2	2	846	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0846_ChannelGFP_18p_100ms_Seq11054.nd2	1	A2	2	846	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0847_ChannelAF750_10p_100ms_Seq11058.nd2	1	A2	2	847	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0847_ChannelCY3_30p_100ms_Seq11056.nd2	1	A2	2	847	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0847_ChannelCY5_50p_200ms_Seq11057.nd2	1	A2	2	847	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0847_ChannelDAPI_1p_50ms_Seq11055.nd2	1	A2	2	847	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0847_ChannelGFP_18p_100ms_Seq11059.nd2	1	A2	2	847	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0848_ChannelAF750_10p_100ms_Seq11063.nd2	1	A2	2	848	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0848_ChannelCY3_30p_100ms_Seq11061.nd2	1	A2	2	848	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0848_ChannelCY5_50p_200ms_Seq11062.nd2	1	A2	2	848	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0848_ChannelDAPI_1p_50ms_Seq11060.nd2	1	A2	2	848	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0848_ChannelGFP_18p_100ms_Seq11064.nd2	1	A2	2	848	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0849_ChannelAF750_10p_100ms_Seq11068.nd2	1	A2	2	849	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0849_ChannelCY3_30p_100ms_Seq11066.nd2	1	A2	2	849	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0849_ChannelCY5_50p_200ms_Seq11067.nd2	1	A2	2	849	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0849_ChannelDAPI_1p_50ms_Seq11065.nd2	1	A2	2	849	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0849_ChannelGFP_18p_100ms_Seq11069.nd2	1	A2	2	849	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0850_ChannelAF750_10p_100ms_Seq11073.nd2	1	A2	2	850	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0850_ChannelCY3_30p_100ms_Seq11071.nd2	1	A2	2	850	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0850_ChannelCY5_50p_200ms_Seq11072.nd2	1	A2	2	850	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0850_ChannelDAPI_1p_50ms_Seq11070.nd2	1	A2	2	850	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0850_ChannelGFP_18p_100ms_Seq11074.nd2	1	A2	2	850	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0851_ChannelAF750_10p_100ms_Seq11078.nd2	1	A2	2	851	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0851_ChannelCY3_30p_100ms_Seq11076.nd2	1	A2	2	851	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0851_ChannelCY5_50p_200ms_Seq11077.nd2	1	A2	2	851	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0851_ChannelDAPI_1p_50ms_Seq11075.nd2	1	A2	2	851	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0851_ChannelGFP_18p_100ms_Seq11079.nd2	1	A2	2	851	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0852_ChannelAF750_10p_100ms_Seq11083.nd2	1	A2	2	852	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0852_ChannelCY3_30p_100ms_Seq11081.nd2	1	A2	2	852	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0852_ChannelCY5_50p_200ms_Seq11082.nd2	1	A2	2	852	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0852_ChannelDAPI_1p_50ms_Seq11080.nd2	1	A2	2	852	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0852_ChannelGFP_18p_100ms_Seq11084.nd2	1	A2	2	852	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0853_ChannelAF750_10p_100ms_Seq11088.nd2	1	A2	2	853	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0853_ChannelCY3_30p_100ms_Seq11086.nd2	1	A2	2	853	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0853_ChannelCY5_50p_200ms_Seq11087.nd2	1	A2	2	853	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0853_ChannelDAPI_1p_50ms_Seq11085.nd2	1	A2	2	853	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0853_ChannelGFP_18p_100ms_Seq11089.nd2	1	A2	2	853	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0854_ChannelAF750_10p_100ms_Seq11093.nd2	1	A2	2	854	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0854_ChannelCY3_30p_100ms_Seq11091.nd2	1	A2	2	854	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0854_ChannelCY5_50p_200ms_Seq11092.nd2	1	A2	2	854	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0854_ChannelDAPI_1p_50ms_Seq11090.nd2	1	A2	2	854	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0854_ChannelGFP_18p_100ms_Seq11094.nd2	1	A2	2	854	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0855_ChannelAF750_10p_100ms_Seq11098.nd2	1	A2	2	855	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0855_ChannelCY3_30p_100ms_Seq11096.nd2	1	A2	2	855	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0855_ChannelCY5_50p_200ms_Seq11097.nd2	1	A2	2	855	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0855_ChannelDAPI_1p_50ms_Seq11095.nd2	1	A2	2	855	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0855_ChannelGFP_18p_100ms_Seq11099.nd2	1	A2	2	855	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0856_ChannelAF750_10p_100ms_Seq11103.nd2	1	A2	2	856	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0856_ChannelCY3_30p_100ms_Seq11101.nd2	1	A2	2	856	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0856_ChannelCY5_50p_200ms_Seq11102.nd2	1	A2	2	856	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0856_ChannelDAPI_1p_50ms_Seq11100.nd2	1	A2	2	856	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0856_ChannelGFP_18p_100ms_Seq11104.nd2	1	A2	2	856	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0857_ChannelAF750_10p_100ms_Seq11108.nd2	1	A2	2	857	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0857_ChannelCY3_30p_100ms_Seq11106.nd2	1	A2	2	857	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0857_ChannelCY5_50p_200ms_Seq11107.nd2	1	A2	2	857	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0857_ChannelDAPI_1p_50ms_Seq11105.nd2	1	A2	2	857	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0857_ChannelGFP_18p_100ms_Seq11109.nd2	1	A2	2	857	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0858_ChannelAF750_10p_100ms_Seq11113.nd2	1	A2	2	858	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0858_ChannelCY3_30p_100ms_Seq11111.nd2	1	A2	2	858	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0858_ChannelCY5_50p_200ms_Seq11112.nd2	1	A2	2	858	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0858_ChannelDAPI_1p_50ms_Seq11110.nd2	1	A2	2	858	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0858_ChannelGFP_18p_100ms_Seq11114.nd2	1	A2	2	858	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0859_ChannelAF750_10p_100ms_Seq11118.nd2	1	A2	2	859	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0859_ChannelCY3_30p_100ms_Seq11116.nd2	1	A2	2	859	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0859_ChannelCY5_50p_200ms_Seq11117.nd2	1	A2	2	859	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0859_ChannelDAPI_1p_50ms_Seq11115.nd2	1	A2	2	859	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0859_ChannelGFP_18p_100ms_Seq11119.nd2	1	A2	2	859	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0860_ChannelAF750_10p_100ms_Seq11123.nd2	1	A2	2	860	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0860_ChannelCY3_30p_100ms_Seq11121.nd2	1	A2	2	860	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0860_ChannelCY5_50p_200ms_Seq11122.nd2	1	A2	2	860	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0860_ChannelDAPI_1p_50ms_Seq11120.nd2	1	A2	2	860	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0860_ChannelGFP_18p_100ms_Seq11124.nd2	1	A2	2	860	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0861_ChannelAF750_10p_100ms_Seq11128.nd2	1	A2	2	861	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0861_ChannelCY3_30p_100ms_Seq11126.nd2	1	A2	2	861	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0861_ChannelCY5_50p_200ms_Seq11127.nd2	1	A2	2	861	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0861_ChannelDAPI_1p_50ms_Seq11125.nd2	1	A2	2	861	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0861_ChannelGFP_18p_100ms_Seq11129.nd2	1	A2	2	861	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0862_ChannelAF750_10p_100ms_Seq11133.nd2	1	A2	2	862	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0862_ChannelCY3_30p_100ms_Seq11131.nd2	1	A2	2	862	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0862_ChannelCY5_50p_200ms_Seq11132.nd2	1	A2	2	862	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0862_ChannelDAPI_1p_50ms_Seq11130.nd2	1	A2	2	862	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0862_ChannelGFP_18p_100ms_Seq11134.nd2	1	A2	2	862	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0863_ChannelAF750_10p_100ms_Seq11138.nd2	1	A2	2	863	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0863_ChannelCY3_30p_100ms_Seq11136.nd2	1	A2	2	863	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0863_ChannelCY5_50p_200ms_Seq11137.nd2	1	A2	2	863	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0863_ChannelDAPI_1p_50ms_Seq11135.nd2	1	A2	2	863	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0863_ChannelGFP_18p_100ms_Seq11139.nd2	1	A2	2	863	GFP
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0864_ChannelAF750_10p_100ms_Seq11143.nd2	1	A2	2	864	AF750
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0864_ChannelCY3_30p_100ms_Seq11141.nd2	1	A2	2	864	CY3
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0864_ChannelCY5_50p_200ms_Seq11142.nd2	1	A2	2	864	CY5
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0864_ChannelDAPI_1p_50ms_Seq11140.nd2	1	A2	2	864	DAPI
/lab/ops_data/etna/input_ph/plate_1/round_2/WellA2_PointA2_0864_ChannelGFP_18p_100ms_Seq11144.nd2	1	A2	2	864	GFP
